month,division,line,period,num_passengers,additional platform time,additional train time,total_apt,total_att,over_five_mins,over_five_mins_perc,customer journey time performance
2022-04-01,A DIVISION,6,offpeak,4348589.5,1.3578626,0.51157075,5904787,2224611,555221.5,0.12767853,0.8723215
2022-04-01,A DIVISION,6,peak,4618466.5,1.3514638,0.63708097,6241690,2942337.2,577926,0.12513374,0.87486625
2022-04-01,A DIVISION,7,offpeak,3467816,1.0422078,0.56605464,3614185,1962973.5,483005.3,0.13928227,0.8607177
2022-04-01,A DIVISION,7,peak,3923531.8,0.9283288,0.5524692,3642327.8,2167630.5,413961.9,0.10550746,0.8944925
2022-04-01,A DIVISION,S 42nd,offpeak,239855.7,0.6994653,-0.08924171,167770.73,-21405.135,7541.3,0.03144099,0.968559
2022-04-01,A DIVISION,S 42nd,peak,282777.6,0.5304078,-0.10377193,149987.44,-29344.379,2936.6,0.01038484,0.98961514
2022-04-01,B DIVISION,A,offpeak,3140623.5,1.4487295,0.9724038,4549914,3053954.5,705667.8,0.22469035,0.7753097
2022-04-01,B DIVISION,A,peak,3680721.8,1.3151649,0.55714923,4840756.5,2050711.2,610538.1,0.16587456,0.83412546
2022-04-01,B DIVISION,B,offpeak,1685477.2,1.7907412,0.876491,3018253.8,1477305.8,399555.4,0.23705772,0.7629423
2022-04-01,B DIVISION,B,peak,2473256,1.673251,0.8055821,4138378,1992410.6,548462.7,0.22175737,0.77824265
2022-04-01,B DIVISION,C,offpeak,2132959.5,1.8382572,0.52221334,3920928,1113860,438195.6,0.2054402,0.79455984
2022-04-01,B DIVISION,C,peak,1773209.1,1.7934688,0.28208762,3180195.2,500200.3,325741.6,0.18370174,0.81629825
2022-04-01,B DIVISION,D,offpeak,2679689.8,1.9239832,0.5948315,5155678,1593963.9,666436.6,0.24869916,0.7513008
2022-04-01,B DIVISION,D,peak,2363999,1.4747077,0.61385953,3486207.8,1451163.4,479958.4,0.20302817,0.79697186
2022-04-01,B DIVISION,E,offpeak,3120142.5,1.2338115,0.9600177,3849667.8,2995392,636056.6,0.20385498,0.796145
2022-04-01,B DIVISION,E,peak,3289751,1.1981052,0.5641657,3941467.8,1855964.8,538941,0.16382425,0.83617574
2022-04-01,B DIVISION,F,offpeak,3517068.8,2.0645719,0.4352293,7261241,1530731.4,759718.3,0.21600895,0.78399104
2022-04-01,B DIVISION,F,peak,3848519.5,1.6627384,0.053050943,6399081,204167.58,646385.1,0.16795683,0.8320432
2022-04-01,B DIVISION,G,offpeak,1173388.5,1.2146131,0.777402,1425213,912194.5,196852,0.16776371,0.8322363
2022-04-01,B DIVISION,G,peak,1350953.1,1.2220247,0.46766806,1650898,631797.6,253976.8,0.18799824,0.81200176
2022-04-01,B DIVISION,JZ,offpeak,1264381,1.1532423,0.29386902,1458137.8,371562.4,195456.9,0.15458703,0.84541297
2022-04-01,B DIVISION,JZ,peak,1366400.8,1.1796457,0.34477308,1611868.6,471098.2,211523.8,0.15480363,0.84519637
2022-04-01,B DIVISION,L,offpeak,2405530.5,0.9915969,0.20791031,2385316.5,500134.6,181949.4,0.07563795,0.92436206
2022-04-01,B DIVISION,L,peak,2471504.8,0.89561343,0.09559765,2213513,236270.03,154067.6,0.06233757,0.9376624
2022-04-01,B DIVISION,M,offpeak,1718018.9,2.2977157,0.398829,3947519,685195.75,400950,0.23337927,0.76662076
2022-04-01,B DIVISION,M,peak,1955465.1,1.9630967,0.29972446,3838767.2,586100.7,400687.7,0.2049066,0.7950934
2022-04-01,B DIVISION,N,offpeak,2116251,1.534178,0.46647492,3246706,987178.06,444269.7,0.20993242,0.7900676
2022-04-01,B DIVISION,N,peak,2261557.5,1.7038589,0.81000185,3853374.5,1831865.8,444059.3,0.19635111,0.8036489
2022-04-01,B DIVISION,Q,offpeak,2739701.8,1.6195948,0.29840112,4437206.5,817530.06,569106.9,0.20772587,0.7922741
2022-04-01,B DIVISION,Q,peak,2891600.5,1.6111999,0.7824026,4658946.5,2262395.8,609584.7,0.21081221,0.7891878
2022-04-01,B DIVISION,R,offpeak,3021001.2,1.8579907,0.027314786,5612992.5,82518,704165.1,0.23308998,0.76691
2022-04-01,B DIVISION,R,peak,3235226.8,1.7040424,0.007852518,5512963.5,25404.676,571322.4,0.17659424,0.82340574
2022-04-01,B DIVISION,S Fkln,offpeak,178325.2,3.1754806,0.02160259,566268.25,3852.2861,11383.3,0.0638345,0.9361655
2022-04-01,B DIVISION,S Fkln,peak,172714.2,0.97138655,0.0042901286,167772.25,740.9661,5697.3003,0.032986864,0.9670131
2022-04-01,B DIVISION,S Rock,offpeak,23631,0.5604637,-0.77609825,13244.319,-18339.979,1814.2,0.076772034,0.92322797
2022-04-01,B DIVISION,S Rock,peak,17700.9,0.16434482,-0.9946313,2909.051,-17605.87,1002.3,0.05662424,0.94337577
2022-04-01,B DIVISION,W,offpeak,813632.94,0.9014716,0.078457914,733467,63835.94,88712.2,0.10903221,0.8909678
2022-04-01,B DIVISION,W,peak,1099451,1.3771136,0.19747633,1514068.9,217115.55,119183.4,0.10840265,0.89159733
2022-03-01,A DIVISION,1,offpeak,4100794.8,0.86001503,0.6618861,3526745.2,2714259,431236,0.105159126,0.8948409
2022-03-01,A DIVISION,1,peak,4241472.5,0.8226663,0.4863105,3489316.5,2062672.8,317967.9,0.07496639,0.9250336
2022-03-01,A DIVISION,2,offpeak,2715198.2,1.3122095,-0.054270487,3562908.8,-147355.12,410877.6,0.15132508,0.8486749
2022-03-01,A DIVISION,2,peak,2911344.2,1.0229235,-0.47227925,2978082.5,-1374967.5,298372.7,0.10248623,0.89751375
2022-03-01,A DIVISION,3,offpeak,1822569.6,1.0660276,-0.1668781,1942909.5,-304146.97,208107.3,0.114183456,0.8858165
2022-03-01,A DIVISION,3,peak,2113694.5,0.82156074,-0.50684667,1736528.4,-1071319.1,162714.8,0.07698123,0.92301875
2022-03-01,A DIVISION,4,offpeak,3336845.2,1.1283383,0.20439808,3765090.5,682044.8,487801.3,0.14618637,0.85381365
2022-03-01,A DIVISION,4,peak,3454327.8,0.96288186,-0.02518805,3326109.5,-87007.78,414569.1,0.12001441,0.8799856
2022-03-01,A DIVISION,5,offpeak,2353327.5,1.3410811,0.16865097,3156003,396890.94,350259.9,0.14883603,0.851164
2022-03-01,A DIVISION,5,peak,2714773,1.0545907,-0.26654798,2862974.2,-723617.25,331901.1,0.1222574,0.8777426
2022-03-01,A DIVISION,6,offpeak,4530602,1.1209997,0.53371215,5078803.5,2418037.2,523857.3,0.115626425,0.8843736
2022-03-01,A DIVISION,6,peak,4855247.5,1.27897,0.72929204,6209716,3540893.2,614945.6,0.12665588,0.8733441
2022-03-01,A DIVISION,7,offpeak,3578126.2,1.4230452,0.71915823,5091835.5,2573239,554206.8,0.15488744,0.84511256
2022-03-01,A DIVISION,7,peak,4052278.2,1.4428309,0.79133034,5846752.5,3206690.5,535346,0.13210988,0.8678901
2022-03-01,A DIVISION,S 42nd,offpeak,226080.8,0.68123776,-0.027270656,154014.78,-6165.3716,9138.9,0.04042316,0.95957685
2022-03-01,A DIVISION,S 42nd,peak,279861.72,0.4180442,-0.09618242,116994.57,-26917.775,672.7,0.0024036872,0.9975963
2022-03-01,B DIVISION,A,offpeak,3204227.5,1.5081973,0.98346674,4832607.5,3151251.2,731188.9,0.22819507,0.7718049
2022-03-01,B DIVISION,A,peak,3804356.5,1.1863467,0.46962655,4513285.5,1786626.8,598973.8,0.1574442,0.8425558
2022-03-01,B DIVISION,B,offpeak,1729954.8,1.8229547,0.9726564,3153629,1682651.6,398296.8,0.23023538,0.7697646
2022-03-01,B DIVISION,B,peak,2641764,1.7724994,0.943097,4682525,2491439.5,592813.4,0.2244006,0.7755994
2022-03-01,B DIVISION,C,offpeak,1949971.9,1.8121021,0.51745576,3533548.2,1009024.25,394247.3,0.20218101,0.79781896
2022-03-01,B DIVISION,C,peak,1830002.4,1.7765323,0.1956479,3251058.5,358036.12,321013.5,0.17541698,0.824583
2022-03-01,B DIVISION,D,offpeak,2799537.8,2.064138,0.8399953,5778632,2351598.8,727305.7,0.25979492,0.7402051
2022-03-01,B DIVISION,D,peak,2581180.5,1.6904812,0.7720922,4363437,1992909.5,567156.3,0.21972747,0.78027254
2022-03-01,B DIVISION,E,offpeak,3015698,1.3019001,1.2679787,3926137.8,3823840.8,684271.8,0.22690329,0.7730967
2022-03-01,B DIVISION,E,peak,3242116.2,1.150885,0.84684134,3731303,2745558,536494.4,0.1654766,0.8345234
2022-03-01,B DIVISION,F,offpeak,3608604,1.8063095,0.5217804,6518255.5,1882898.8,773445.4,0.21433368,0.7856663
2022-03-01,B DIVISION,F,peak,4016338.5,1.8721119,0.48476544,7519035,1946982.1,702919.9,0.1750151,0.8249849
2022-03-01,B DIVISION,G,offpeak,1198500.1,1.1594546,0.77265656,1389606.5,926028.94,203900.7,0.1701299,0.8298701
2022-03-01,B DIVISION,G,peak,1422674.2,1.23244,0.44465858,1753360.5,632604.25,237839.8,0.16717798,0.832822
2022-03-01,B DIVISION,JZ,offpeak,1274361.9,1.2880018,0.35302106,1641380.4,449876.6,206758.1,0.16224441,0.83775556
2022-03-01,B DIVISION,JZ,peak,1407512.6,1.307053,0.43000212,1839693.5,605233.44,232603.1,0.16525827,0.8347417
2022-03-01,B DIVISION,L,offpeak,2532864,0.96466863,0.3587259,2443374.5,908603.94,271771.4,0.10729806,0.8927019
2022-03-01,B DIVISION,L,peak,2572579.5,0.94234794,0.042231318,2424265,108643.43,150663.9,0.0585653,0.9414347
2022-03-01,B DIVISION,M,offpeak,1751530.5,2.25009,0.44297338,3941101.2,775881.4,407701.5,0.23276871,0.7672313
2022-03-01,B DIVISION,M,peak,1975602.2,1.8620424,0.42606148,3678655,841728,396866.5,0.2008838,0.7991162
2022-03-01,B DIVISION,N,offpeak,2115235.8,1.5063757,0.5911323,3186339.8,1250384.1,441514.3,0.20873055,0.7912695
2022-03-01,B DIVISION,N,peak,2395713,1.4403037,0.7687736,3450554,1841760.9,477171,0.19917704,0.800823
2022-03-01,B DIVISION,Q,offpeak,2771154.5,1.5505518,0.4969931,4296818.5,1377244.6,582357.6,0.21014982,0.7898502
2022-03-01,B DIVISION,Q,peak,2982591,1.4808636,0.60473955,4416810.5,1803690.8,598115.6,0.20053557,0.7994644
2022-03-01,B DIVISION,R,offpeak,3137426.5,1.9658815,0.07189189,6167808.5,225555.52,762525.4,0.24304168,0.7569583
2022-03-01,B DIVISION,R,peak,3447694.8,1.6923217,0.0460803,5834608.5,158870.8,625667.1,0.18147404,0.81852597
2022-03-01,B DIVISION,S Fkln,offpeak,183592.6,0.4905613,0.015353738,90063.43,2818.8328,4580.3,0.024948174,0.9750518
2022-03-01,B DIVISION,S Fkln,peak,187392.5,0.7575425,0.038798966,141957.78,7270.6353,6007.1,0.032056246,0.9679437
2022-03-01,B DIVISION,S Rock,offpeak,23787.6,0.5740249,-0.7559286,13654.676,-17981.727,1410.5,0.0592956,0.9407044
2022-03-01,B DIVISION,S Rock,peak,16750.9,0.46418613,-0.9878937,7775.5356,-16548.11,1056,0.06304139,0.9369586
2022-03-01,B DIVISION,W,offpeak,848633.5,1.0120752,0.2718893,858880.94,230734.36,108399.6,0.12773429,0.8722657
2022-03-01,B DIVISION,W,peak,1107746.8,0.970651,0.2353285,1075235.4,260684.36,118406.9,0.106889874,0.89311016
2022-02-01,A DIVISION,1,offpeak,2771943.8,0.985382,0.6474457,2731423.5,1794683,318474.8,0.11489223,0.88510776
2022-02-01,A DIVISION,1,peak,2748296.5,0.8527228,0.49977368,2343535,1373526.2,212227,0.07722129,0.9227787
2022-02-01,A DIVISION,2,offpeak,1935198.4,1.5588928,0.018788213,3016767,36358.92,315290,0.16292386,0.8370761
2022-02-01,A DIVISION,2,peak,2011101.9,1.2101458,-0.13916479,2433726.8,-279874.6,254924,0.12675837,0.8732416
2022-02-01,A DIVISION,3,offpeak,1333579.8,1.1677364,-0.1340744,1557269.8,-178798.92,160326.9,0.120222956,0.8797771
2022-02-01,A DIVISION,3,peak,1457666,1.0147905,-0.3111201,1479225.6,-453509.2,146181.7,0.10028477,0.89971524
2022-02-01,A DIVISION,4,offpeak,2420416.5,1.3354682,0.34892353,3232389.2,844540.3,407807.3,0.16848642,0.8315136
2022-02-01,A DIVISION,4,peak,2456155.5,0.9491228,-0.01773828,2331193,-43567.973,297520.8,0.121132724,0.87886727
2022-02-01,A DIVISION,5,offpeak,1731783.8,1.2993977,0.2442796,2250275.8,423039.44,262286.4,0.15145448,0.8485455
2022-02-01,A DIVISION,5,peak,1896521.2,1.0700393,-0.10011592,2029352.1,-189871.97,248020,0.13077629,0.8692237
2022-02-01,A DIVISION,6,offpeak,3117590.2,1.1230174,0.5414083,3501108.2,1687889.2,357761.2,0.11475568,0.8852443
2022-02-01,A DIVISION,6,peak,3296894.8,1.1373138,0.7482422,3749604.2,2466876,402764.9,0.12216493,0.8778351
2022-02-01,A DIVISION,7,offpeak,2614363,0.9379812,0.5753649,2452223.5,1504212.8,355372.5,0.1359308,0.86406916
2022-02-01,A DIVISION,7,peak,2891762.5,1.0284599,0.67772776,2974061.8,1959827.8,339593.6,0.117434815,0.8825652
2022-02-01,B DIVISION,A,offpeak,2284025.5,1.6481268,1.1400003,3764363.5,2603789.8,559607,0.2450091,0.7549909
2022-02-01,B DIVISION,A,peak,2629282,1.4652053,0.6446065,3852437.8,1694852.1,494582.8,0.18810566,0.81189436
2022-02-01,B DIVISION,B,offpeak,1194718.5,1.6921821,0.8511923,2021681.1,1016935.2,265472.1,0.22220473,0.77779526
2022-02-01,B DIVISION,B,peak,1793061.2,1.7471299,0.76739144,3132711,1375979.9,400192.3,0.22318943,0.7768106
2022-02-01,B DIVISION,C,offpeak,1411647,1.9650733,0.6109028,2773989.8,862379.06,310256.9,0.21978363,0.7802164
2022-02-01,B DIVISION,C,peak,1253341.6,2.0110736,0.2524655,2520562.2,316425.5,252672.6,0.20159915,0.7984008
2022-02-01,B DIVISION,D,offpeak,2063282,1.9518229,0.8637004,4027161,1782057.5,530890.5,0.2573039,0.7426961
2022-02-01,B DIVISION,D,peak,1829908.2,1.5399008,0.5352728,2817877.2,979500,373051.7,0.20386362,0.7961364
2022-02-01,B DIVISION,E,offpeak,2223509,1.3806677,1.1874666,3069927,2640342.5,484254.1,0.21778825,0.7822118
2022-02-01,B DIVISION,E,peak,2293722.8,1.2781515,0.4120944,2931725.2,945230.3,352637.8,0.15374038,0.8462596
2022-02-01,B DIVISION,F,offpeak,2569471.8,1.433385,0.38888553,3683042.5,999230.44,519882.9,0.20233065,0.79766935
2022-02-01,B DIVISION,F,peak,2750786,1.2097378,0.011453365,3327729.5,31505.754,478359.1,0.17389907,0.82610095
2022-02-01,B DIVISION,G,offpeak,917373.7,1.0206554,0.6732345,936322.44,617607.6,136730.7,0.14904581,0.8509542
2022-02-01,B DIVISION,G,peak,1018856.8,0.9768227,0.2953973,995242.4,300967.56,177097.2,0.17381953,0.82618046
2022-02-01,B DIVISION,JZ,offpeak,935522.6,1.4749504,0.52740294,1379849.4,493397.38,164871.5,0.17623465,0.82376534
2022-02-01,B DIVISION,JZ,peak,1024708.7,1.5008062,0.61025417,1537889.1,625332.75,186456.5,0.1819605,0.8180395
2022-02-01,B DIVISION,L,offpeak,1862521.2,0.87007827,0.45038185,1620539.2,838845.75,231816.9,0.12446403,0.87553596
2022-02-01,B DIVISION,L,peak,1829781.4,1.4715294,0.07992544,2692577,146246.1,166365.9,0.09092119,0.90907884
2022-02-01,B DIVISION,M,offpeak,1228685.1,1.3155329,0.5246563,1616375.8,644637.4,247134.7,0.20113754,0.79886246
2022-02-01,B DIVISION,M,peak,1316743.4,1.1808339,0.519281,1554855.2,683759.9,248269.6,0.1885482,0.8114518
2022-02-01,B DIVISION,N,offpeak,1553047,1.5985565,0.76163197,2482633.5,1182850.2,324115.6,0.20869659,0.7913034
2022-02-01,B DIVISION,N,peak,1722646.2,1.4958073,0.69821006,2576746.8,1202769,338697.7,0.19661477,0.80338526
2022-02-01,B DIVISION,Q,offpeak,2050095.2,1.5851825,0.5351261,3249775.2,1097059.5,430643.7,0.21006033,0.78993964
2022-02-01,B DIVISION,Q,peak,2136591,1.5110974,0.56372917,3228597,1204458.5,418930.7,0.19607437,0.80392563
2022-02-01,B DIVISION,R,offpeak,2260519.8,1.6707594,0.0025780213,3776784.5,5827.668,505110.6,0.22344889,0.7765511
2022-02-01,B DIVISION,R,peak,2417047,1.3851436,-0.1505111,3347957.5,-363792.4,404536.3,0.16736798,0.832632
2022-02-01,B DIVISION,S Fkln,offpeak,135062.2,0.6090963,-0.0104787955,82265.88,-1415.2892,4835.4,0.035801284,0.9641987
2022-02-01,B DIVISION,S Fkln,peak,134798.7,0.4318005,-0.019679181,58206.15,-2652.728,3663.8,0.027179787,0.9728202
2022-02-01,B DIVISION,S Rock,offpeak,16927.1,0.4553122,-0.66214365,7707.1147,-11208.172,1152.7,0.068097904,0.9319021
2022-02-01,B DIVISION,S Rock,peak,11764.3,0.28873602,-0.5932182,3396.777,-6978.797,669.7,0.056926463,0.9430735
2022-02-01,B DIVISION,W,offpeak,635938.9,0.99121916,0.12163092,630354.8,77349.836,78632.5,0.12364788,0.87635213
2022-02-01,B DIVISION,W,peak,759219.9,0.85239124,0.07516669,647152.4,57068.043,71699.3,0.09443812,0.90556186
2022-01-01,A DIVISION,1,offpeak,4359695,0.8302456,0.55266875,3619617.5,2409467,483058,0.11080087,0.88919914
2022-01-01,A DIVISION,1,peak,4278555,0.7997487,0.36752176,3421768.8,1572462,359957.3,0.08413058,0.9158694
2022-01-01,A DIVISION,2,offpeak,2974055.8,1.2648126,-0.13735093,3761623,-408489.3,445488.8,0.14979167,0.85020834
2022-01-01,A DIVISION,2,peak,3257150,0.910455,-0.48581874,2965488.5,-1582384.5,346110.2,0.10626167,0.8937383
2022-01-01,A DIVISION,3,offpeak,1546381.5,0.93172604,0.029109066,1440804,45013.723,202374.3,0.13086958,0.86913043
2022-01-01,A DIVISION,3,peak,1594085.1,0.9131941,-0.30345052,1455709.1,-483726,180361.9,0.11314446,0.88685554
2022-01-01,A DIVISION,4,offpeak,3292724.8,1.4374301,0.24111949,4733062,793940.1,554147.6,0.16829453,0.83170545
2022-01-01,A DIVISION,4,peak,3314264.5,1.1923422,-0.024016613,3951737.2,-79597.41,470152.6,0.1418573,0.8581427
2022-01-01,A DIVISION,5,offpeak,2347591.5,1.4331346,0.15195289,3364414.2,356723.3,363261.9,0.15473813,0.8452619
2022-01-01,A DIVISION,5,peak,2609914,1.2068298,-0.21926522,3149721.8,-572263.4,357682.9,0.13704777,0.86295223
2022-01-01,A DIVISION,6,offpeak,4580493,1.2688591,0.58099836,5812000,2661258.8,668472.3,0.14593895,0.85406107
2022-01-01,A DIVISION,6,peak,4736732.5,1.1893091,0.65675086,5633439.5,3110853.2,644089.5,0.1359776,0.86402243
2022-01-01,A DIVISION,7,offpeak,3517622,1.1658007,0.6901355,4100846,2427635.8,480216.9,0.13651748,0.86348253
2022-01-01,A DIVISION,7,peak,3849772.8,1.0658822,0.5014304,4103404.5,1930393.1,377221.9,0.0979855,0.9020145
2022-01-01,B DIVISION,A,offpeak,3252333.2,1.7360696,1.2589612,5646277,4094561.2,833158,0.2561724,0.7438276
2022-01-01,B DIVISION,A,peak,3720842.2,1.7908967,0.65140885,6663644,2423789.5,754825,0.20286402,0.797136
2022-01-01,B DIVISION,B,offpeak,799725.7,1.735762,0.8914949,1388133.5,712951.44,187805,0.23483677,0.76516324
2022-01-01,B DIVISION,B,peak,1137810.5,1.7046527,1.225292,1939571.6,1394150.1,288381.1,0.25345266,0.74654734
2022-01-01,B DIVISION,C,offpeak,2318686.5,2.050745,0.6276742,4755035,1455379.8,579045.6,0.24973,0.75027
2022-01-01,B DIVISION,C,peak,1947881.6,2.215281,0.2923612,4315105,569485,430307.8,0.22091065,0.77908933
2022-01-01,B DIVISION,D,offpeak,3197849.5,1.7914568,0.37685686,5728809.5,1205131.5,776186.2,0.24272129,0.7572787
2022-01-01,B DIVISION,D,peak,3032336.5,1.7007037,0.054353822,5157106,164819.08,701966.2,0.2314935,0.7685065
2022-01-01,B DIVISION,E,offpeak,3251684.5,1.5223173,1.0797831,4950095.5,3511113.8,715863.1,0.22015147,0.7798485
2022-01-01,B DIVISION,E,peak,3307970.2,1.2523308,-0.07735814,4142672.8,-255898.42,414701.1,0.12536421,0.87463576
2022-01-01,B DIVISION,F,offpeak,3840656.5,1.1458557,0.24525313,4400838,941933.06,718555.1,0.18709174,0.8129083
2022-01-01,B DIVISION,F,peak,3950787.2,1.01028,-0.3686307,3991401.2,-1456381.4,640597.8,0.16214435,0.83785564
2022-01-01,B DIVISION,G,offpeak,1224338.1,1.0762289,0.6228976,1317668,762637.3,187786.8,0.15337822,0.84662175
2022-01-01,B DIVISION,G,peak,1354386.5,1.0130206,0.20587334,1372021.5,278832.06,244124.4,0.18024722,0.81975275
2022-01-01,B DIVISION,JZ,offpeak,1299941.2,1.1961176,0.37125176,1554882.8,482605.5,220143.5,0.1693488,0.8306512
2022-01-01,B DIVISION,JZ,peak,1410648.2,1.1176993,0.33737984,1576680.6,475924.28,256694.9,0.18196945,0.81803054
2022-01-01,B DIVISION,L,offpeak,2717581.2,0.7115682,0.18209821,1933744.4,494866.66,310508.4,0.11425911,0.8857409
2022-01-01,B DIVISION,L,peak,2597538.2,0.7021286,-0.06183941,1823805.9,-160630.23,203953.9,0.07851815,0.92148185
2022-01-01,B DIVISION,M,offpeak,1732809.2,0.93072027,0.32680672,1612760.8,566293.7,312131.6,0.18013038,0.81986964
2022-01-01,B DIVISION,M,peak,1880759.2,1.0047066,0.25825036,1889611.4,485706.75,331813.2,0.17642513,0.8235749
2022-01-01,B DIVISION,N,offpeak,2483722,1.3644682,0.43737394,3388960,1086315.2,498958.4,0.20089139,0.7991086
2022-01-01,B DIVISION,N,peak,2758901.5,1.8350406,0.76901793,5062696,2121644.5,584471.6,0.21184939,0.7881506
2022-01-01,B DIVISION,Q,offpeak,3118740.2,1.4850714,0.44888312,4631552,1399949.9,666091.9,0.21357723,0.7864228
2022-01-01,B DIVISION,Q,peak,3182559.5,1.55016,0.5642466,4933476.5,1795748.4,653690.6,0.20539777,0.7946022
2022-01-01,B DIVISION,R,offpeak,3634542,1.5981203,0.024325274,5808435,88411.23,844111.7,0.23224707,0.76775295
2022-01-01,B DIVISION,R,peak,3863161.8,1.544446,-0.07992494,5966445,-308763,760170.2,0.1967741,0.8032259
2022-01-01,B DIVISION,S Fkln,offpeak,178718.4,0.54000723,0.071973704,96509.234,12863.025,6442.9,0.03605057,0.96394944
2022-01-01,B DIVISION,S Fkln,peak,175129.5,0.84067833,0.053719323,147227.58,9407.839,8859.4,0.050587706,0.9494123
2022-01-01,B DIVISION,S Rock,offpeak,20086.5,1.2338933,-0.64287317,24784.596,-12913.072,2010.1,0.10007219,0.8999278
2022-01-01,B DIVISION,S Rock,peak,16386.3,1.3000445,-0.8040397,21302.92,-13175.235,1790.6,0.10927421,0.8907258
2022-01-01,B DIVISION,W,offpeak,343118.9,1.3204552,0.5404218,453073.12,185428.94,56222.5,0.16385719,0.8361428
2022-01-01,B DIVISION,W,peak,368229.9,1.3358359,0.27119964,491894.72,99863.82,55427.8,0.15052499,0.849475
2021-12-01,A DIVISION,1,offpeak,3974741,1.1331093,0.52268064,4503816,2077520.1,531143.7,0.13362977,0.86637026
2021-12-01,A DIVISION,1,peak,3975996.2,1.1892749,0.37722385,4728552.5,1499840.5,426092.7,0.107166275,0.8928337
2021-12-01,A DIVISION,2,offpeak,2733943,1.4794049,-0.0403835,4044608.8,-110406.18,483159.9,0.1767264,0.8232736
2021-12-01,A DIVISION,2,peak,2921497,1.1503547,-0.42013264,3360757.8,-1227416.1,347752.4,0.119032264,0.88096774
2021-12-01,A DIVISION,3,offpeak,1674214.8,1.200374,-0.105328165,2009683.9,-176341.97,217955.3,0.13018359,0.8698164
2021-12-01,A DIVISION,3,peak,1928751.1,1.0706329,-0.42446294,2064984.4,-818683.4,196181.8,0.10171442,0.89828557
2021-12-01,A DIVISION,4,offpeak,3237275.2,1.4054458,0.1493836,4549815,483595.8,549480.9,0.16973561,0.8302644
2021-12-01,A DIVISION,4,peak,3314761.5,1.075651,-0.38501862,3565526.5,-1276244.9,369679.5,0.111525215,0.88847476
2021-12-01,A DIVISION,5,offpeak,2275894,1.4941716,0.021128578,3400576.2,48086.402,352931.4,0.15507375,0.84492624
2021-12-01,A DIVISION,5,peak,2598661.5,1.1218711,-0.6249792,2915363,-1624109.2,288882,0.111165695,0.8888343
2021-12-01,A DIVISION,6,offpeak,4344750.5,1.3721919,0.5363686,5961831.5,2330387.8,574033.1,0.13212107,0.8678789
2021-12-01,A DIVISION,6,peak,4647458.5,1.1916635,0.5156123,5538207,2396287,534287.8,0.11496343,0.8850366
2021-12-01,A DIVISION,7,offpeak,3452448.8,1.1307232,0.8428128,3903763.8,2909768,602294,0.17445415,0.82554585
2021-12-01,A DIVISION,7,peak,3871891.5,0.99609756,0.45856965,3856781.8,1775531.9,383873,0.099143535,0.90085644
2021-12-01,A DIVISION,S 42nd,offpeak,224196.8,0.775385,-0.10105278,173838.84,-22655.709,7159.3,0.031933106,0.9680669
2021-12-01,A DIVISION,S 42nd,peak,254992.89,0.50085396,-0.11122943,127714.2,-28362.713,746.5,0.0029275324,0.99707246
2021-12-01,B DIVISION,A,offpeak,3147501.2,1.8026567,0.94529444,5673864,2975315.5,802382.9,0.25492695,0.745073
2021-12-01,B DIVISION,A,peak,3631339.8,1.5344869,0.4634578,5572243,1682972.8,706662.9,0.19460116,0.8053988
2021-12-01,B DIVISION,B,offpeak,1657974.8,2.1643264,0.7231228,3588398.5,1198919.2,445707.2,0.2688263,0.7311737
2021-12-01,B DIVISION,B,peak,2448485.2,2.08175,0.5449197,5097134,1334227.9,606491.3,0.24770062,0.75229937
2021-12-01,B DIVISION,C,offpeak,2155853.5,2.2249138,0.4351785,4796588,938181.06,539363.2,0.25018546,0.7498145
2021-12-01,B DIVISION,C,peak,1860474.2,2.1779907,0.13068545,4052096,243136.9,413823.8,0.2224292,0.7775708
2021-12-01,B DIVISION,D,offpeak,2774935.5,2.4054837,0.52462566,6675062,1455802.4,815690.7,0.29394943,0.7060506
2021-12-01,B DIVISION,D,peak,2462405.2,1.9909623,0.24774937,4902556,610059.4,593267,0.24092989,0.7590701
2021-12-01,B DIVISION,E,offpeak,3102363.5,1.3599713,0.94527155,4219125.5,2932576,649071.2,0.2092183,0.79078174
2021-12-01,B DIVISION,E,peak,3203867,1.1400782,0.27864012,3652659,892725.9,449526,0.14030732,0.8596927
2021-12-01,B DIVISION,F,offpeak,3573529.5,2.0236523,0.42018682,7231581.5,1501550,882994.8,0.2470932,0.7529068
2021-12-01,B DIVISION,F,peak,3851093.5,1.5837593,-0.04176573,6099205,-160843.73,671436.7,0.17434962,0.8256504
2021-12-01,B DIVISION,G,offpeak,1187599.5,1.5362071,0.82964957,1824398.8,985291.4,246464.8,0.20753191,0.7924681
2021-12-01,B DIVISION,G,peak,1348988,1.3556743,0.4593384,1828788.4,619641.94,261385.7,0.19376428,0.80623573
2021-12-01,B DIVISION,JZ,offpeak,1275849.2,1.3238939,0.31560567,1689089,402665.25,228271.4,0.17891723,0.8210828
2021-12-01,B DIVISION,JZ,peak,1381422.5,1.331074,0.35819903,1838775.6,494824.22,244181.3,0.17676076,0.8232392
2021-12-01,B DIVISION,L,offpeak,2602424.8,1.0193963,0.13061486,2652902.2,339915.38,234173.6,0.08998285,0.91001713
2021-12-01,B DIVISION,L,peak,2556693.2,0.88822806,-0.07275624,2270926.8,-186015.38,150822.8,0.058991354,0.9410086
